accuracy,loss,val_accuracy,val_loss
0.0540466383099556,3.1926071643829346,0.040123455226421356,3.4530439376831055
0.09417009353637695,3.0151283740997314,0.03703703731298447,3.26008939743042
0.15349794924259186,2.7205357551574707,0.09876543283462524,2.891401767730713
0.2431412935256958,2.3430418968200684,0.20555555820465088,2.341994047164917
0.32098764181137085,2.015270948410034,0.28641974925994873,2.1000657081604004
0.39931413531303406,1.7594891786575317,0.3314814865589142,1.9503374099731445
0.46906721591949463,1.536423683166504,0.43518519401550293,1.66391122341156
0.5362139940261841,1.3445097208023071,0.442592591047287,1.6018015146255493
0.5938271880149841,1.1817607879638672,0.47160494327545166,1.4932537078857422
0.6491769552230835,1.036643624305725,0.480246901512146,1.5496546030044556
0.6858024597167969,0.9288561344146729,0.5543209910392761,1.2900879383087158
0.7274348139762878,0.8168818950653076,0.5765432119369507,1.2346729040145874
0.7674211263656616,0.7190424203872681,0.5358024835586548,1.3558800220489502
0.7914265990257263,0.6541078686714172,0.5716049671173096,1.1983554363250732
0.818107008934021,0.5842465758323669,0.6222222447395325,1.0679504871368408
0.8354595303535461,0.5329815745353699,0.674691379070282,0.9561097621917725
0.8594650030136108,0.47236981987953186,0.6888889074325562,0.917544960975647
0.8786008358001709,0.4284079968929291,0.6839506030082703,0.897424042224884
0.8897805213928223,0.3906330466270447,0.7444444298744202,0.7850719094276428
0.9025377035140991,0.3530769944190979,0.7006173133850098,0.8546920418739319
0.9124142527580261,0.32153162360191345,0.7475308775901794,0.7735050916671753
0.922016441822052,0.29426002502441406,0.7185184955596924,0.8494352102279663
0.9294238686561584,0.26897090673446655,0.7907407283782959,0.6536390781402588
0.9366940855979919,0.25052517652511597,0.760493814945221,0.7198259234428406
0.9413580298423767,0.2332310527563095,0.7561728358268738,0.7192604541778564
0.9456790089607239,0.2166898399591446,0.7524691224098206,0.7450304627418518
0.9497942328453064,0.20491540431976318,0.8012345433235168,0.6095081567764282
0.9569272994995117,0.1849144995212555,0.8203703761100769,0.5645632743835449
0.9563785791397095,0.1802239567041397,0.7962962985038757,0.6303838491439819
0.9618655443191528,0.16527901589870453,0.7870370149612427,0.637039840221405
0.9652948975563049,0.1549772322177887,0.699999988079071,0.8237437009811401
0.9661179780960083,0.14676706492900848,0.8592592477798462,0.4663926362991333
0.9701645970344543,0.13520467281341553,0.8061728477478027,0.5744397044181824
0.9694101214408875,0.1325773000717163,0.8061728477478027,0.5631160140037537
0.9705761075019836,0.1266135573387146,0.845061719417572,0.46148812770843506
0.9751029014587402,0.11893121153116226,0.8290123343467712,0.5079171061515808
0.9757201671600342,0.11121119558811188,0.7919753193855286,0.6058129668235779
0.9776406288146973,0.10362932085990906,0.759876549243927,0.6894890666007996
0.9793552756309509,0.09937546402215958,0.8290123343467712,0.5063484311103821
0.981275737285614,0.09577234089374542,0.855555534362793,0.43843862414360046
0.9816186428070068,0.093274787068367,0.8728395104408264,0.4079393148422241
0.9826474785804749,0.08670438081026077,0.8265432119369507,0.5190219283103943
