accuracy,loss,val_accuracy,val_loss
0.022839507088065147,3.89552640914917,0.02222222276031971,4.0131049156188965
0.038408778607845306,3.7845871448516846,0.028395062312483788,3.9485950469970703
0.0658436194062233,3.616476058959961,0.06728395074605942,3.6261844635009766
0.11090534925460815,3.3258674144744873,0.09135802835226059,3.4290273189544678
0.176200270652771,2.9729533195495605,0.16296295821666718,3.022012948989868
0.2461591213941574,2.6315412521362305,0.07777778059244156,3.882411241531372
0.30644717812538147,2.31746768951416,0.1975308656692505,2.750046491622925
0.36467763781547546,2.0507936477661133,0.3092592656612396,2.2535386085510254
0.4135116636753082,1.8308240175247192,0.29320988059043884,2.2782480716705322
0.47620028257369995,1.6348649263381958,0.3117283880710602,2.225836992263794
0.5238683223724365,1.4750757217407227,0.4253086447715759,1.7872673273086548
0.5735253691673279,1.3294451236724854,0.4475308656692505,1.6944572925567627
0.6175583004951477,1.1981347799301147,0.5086419582366943,1.527647852897644
0.6604938507080078,1.0754516124725342,0.38333332538604736,1.8396034240722656
0.6932098865509033,0.9694525599479675,0.26419752836227417,2.6539292335510254
0.723045289516449,0.8858137726783752,0.4067901372909546,1.8201452493667603
0.7504115104675293,0.8084145188331604,0.29012346267700195,2.6675028800964355
0.7827160358428955,0.7262961864471436,0.41111111640930176,1.7960728406906128
0.8072702288627625,0.648102343082428,0.5913580060005188,1.224096655845642
0.8200960159301758,0.6070243716239929,0.39753085374832153,1.9625707864761353
0.8402606248855591,0.5528079271316528,0.5462962985038757,1.4203433990478516
0.8575446009635925,0.5052869915962219,0.48580247163772583,1.6850396394729614
0.8703703880310059,0.46378111839294434,0.6308642029762268,1.1324511766433716
0.8788065910339355,0.43143773078918457,0.6611111164093018,1.061772108078003
0.8934842348098755,0.3946707546710968,0.5746913552284241,1.2930735349655151
0.9051440358161926,0.36579230427742004,0.5796296000480652,1.2377926111221313
0.9181755781173706,0.3269338607788086,0.6709876656532288,0.9739413261413574
0.9212620258331299,0.31029701232910156,0.6561728119850159,1.0450412034988403
0.9237997531890869,0.2937837541103363,0.664814829826355,1.0299663543701172
0.9349108338356018,0.26696017384529114,0.36358025670051575,2.372166395187378
0.9384087920188904,0.25139302015304565,0.5086419582366943,1.6490871906280518
0.9463648796081543,0.2295752763748169,0.6833333373069763,0.9525585770606995
0.9471879005432129,0.22264842689037323,0.6864197254180908,0.9132670164108276
