,accuracy,loss,val_accuracy,val_loss
0,0.04190672188997269,3.7358295917510986,0.04506172984838486,2.770538806915283
1,0.04293552786111832,3.6034836769104004,0.046296294778585434,2.8987715244293213
2,0.04170095920562744,3.500892400741577,0.04506172984838486,2.7702600955963135
3,0.03991769626736641,3.399487257003784,0.04197530820965767,2.7816789150238037
4,0.03984910994768143,3.339407205581665,0.048765432089567184,2.782299518585205
5,0.04615912213921547,3.2517871856689453,0.046296294778585434,2.830209493637085
6,0.04410151019692421,3.1906189918518066,0.05617284029722214,2.944244623184204
7,0.04410151019692421,3.1411075592041016,0.051234569400548935,2.965855836868286
8,0.04444444552063942,3.0881850719451904,0.05617284029722214,3.146279811859131
9,0.04197530820965767,3.0642292499542236,0.04382716119289398,3.343076467514038
10,0.04471879452466965,3.0037841796875,0.05000000074505806,3.3125014305114746
11,0.044307269155979156,2.97416353225708,0.04691357910633087,3.534274101257324
12,0.045267488807439804,2.925997018814087,0.04691357910633087,3.726917266845703
13,0.04725651443004608,2.9088134765625,0.04259259253740311,3.663036584854126
14,0.04540466517210007,2.876445770263672,0.04444444552063942,4.935680866241455
15,0.04890260472893715,2.8540596961975098,0.05308641865849495,5.090663433074951
16,0.04684499278664589,2.838815450668335,0.043209876865148544,4.486392498016357
17,0.04801097512245178,2.816666841506958,0.04506172984838486,4.464083671569824
18,0.04780521243810654,2.7884910106658936,0.051234569400548935,4.796210289001465
19,0.05034293606877327,2.7772650718688965,0.046296294778585434,4.164546966552734
20,0.05445816367864609,2.7459468841552734,0.046296294778585434,4.251280784606934
21,0.05171467736363411,2.733643054962158,0.04382716119289398,4.3914361000061035
22,0.05514403432607651,2.7118937969207764,0.05000000074505806,4.260707378387451
23,0.06406036019325256,2.681539535522461,0.046296294778585434,4.662710666656494
24,0.06488340348005295,2.6535604000091553,0.046296294778585434,4.57729959487915
25,0.07174210995435715,2.6344900131225586,0.046296294778585434,4.8847479820251465
26,0.0742112472653389,2.606748580932617,0.04444444552063942,5.605672359466553
27,0.07818929851055145,2.5724480152130127,0.03703703731298447,4.955739498138428
28,0.08532235771417618,2.5470685958862305,0.03703703731298447,4.7290425300598145
29,0.08628258109092712,2.5137276649475098,0.045679014176130295,5.8444671630859375
